title,genre,rating,poster_path,overview,id
Weapons,Horror,73,/cpf7vsRZ0MYRQcnLWteD5jK9ymT.jpg,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.",1078605
Deadpool & Wolverine,Action,75,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",533535
Eternity,Romance,68,/iKaM4OfSf5ABkFZCo4vU4Dth7ZU.jpg,"In an afterlife where souls have one week to decide where to spend eternity, Joan is faced with the impossible choice between the man she spent her life with and her first love, who died young and has waited decades for her to arrive.",1259102
Ice Road: Vengeance,Action,63,/cQN9rZj06rXMVkk76UF1DfBAico.jpg,"Big rig ice road driver Mike McCann travels to Nepal to scatter his late brother’s ashes on Mt. Everest. While on a packed tour bus traversing the deadly 12,000 ft. terrain of the infamous Road to the Sky, McCann and his mountain guide encounter a group of mercenaries and must fight to save themselves, the busload of innocent travelers, and the local villagers’ homeland.",1119878
Christmas Everlasting,Romance,58,/w72W4gj27NvMnTsw7aw1cwUFnC1.jpg,"Christmas is fast approaching and years of long workdays employed at New York’s top corporate law firm are about to pay off now that Lucy Toomey will be made partner after the New Year. However, when Alice, her older sister with special needs, unexpectedly passes away, Lucy returns back to Nilson’s Bay, Wis., to attend the funeral and handle her estate. While Lucy dreads returning to her childhood home, she also feels real sorrow that she was too busy to take her sister’s last call. Once back in Nilson’s Bay, Lucy meets Peter, her old high school sweetheart and Alice’s former attorney, who informs her of the terms of Alice’s eccentric will that states in order for Lucy to inherit the family home, she must live there for 30 days through the holidays.",549319
In Your Dreams,Animation,70,/ug0TqgmByPCEYzR9lQWQmyAa7sw.jpg,Stevie and her little brother Elliot journey into the wildly absurd landscape of their own dreams to ask the Sandman to grant them the perfect family.,1117857
After the Hunt,Drama,58,/ryF8QPGUGlo8gRB4OYKb4J0r3aJ.jpg,"A college professor finds herself at a personal and professional crossroads when a star pupil levels an accusation against one of her colleagues, and a dark secret from her own past threatens to come to light.",1265063
Other special desires,Romance,58,/2dmLDYGcxgGDmsIfF2zKD9canxz.jpg,Rich woman leaves her husband and travels with a female hitchhiker to an island for some erotic adventures.,748881
Yogi Bear,Comedy,56,/oUga2DgHM8Xpe9yjxz8rVIafwD7.jpg,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",41515
Sonic the Hedgehog 3,Action,76,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",939243
Japanese Mom,Romance,66,/mCDzIKBPBLLOaFSO7WXCNgrg8f2.jpg,"""Innocent face, D-cup breasts and perfect intercourse skills! Son, this is not your girlfriend anymore but your mother!""  Ki-ho brings Yuki from Japan to marry her. However, he starts cheating on her with his ex-girlfriend in Korea.  Min-cheol comforted Yuki and thought of her as his daughter-in-law, but one day he realizes he is looking at her as a woman.  In the end, Yuki and Min-cheol have intercourse without Ki-ho knowing...",482600
A Working Man,Action,67,/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",1197306
Play Dirty,Crime,66,/ovZ0zq0NwRghtWI1oLaM0lWuoEw.jpg,"Expert thief Parker gets a shot at a major heist, but to pull it off he and his team must outsmart a South American dictator, the New York mob, and the world's richest man.",941109
The Lord of the Rings: The Fellowship of the Ring,Adventure,84,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",120
The Lord of the Rings: The Fellowship of the Ring,Adventure,84,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",120
Furiosa: A Mad Max Saga,Action,74,/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,"As the world falls, young Furiosa is snatched from the Green Place of Many Mothers into the hands of a great biker horde led by the warlord Dementus. Sweeping through the wasteland, they encounter the citadel presided over by Immortan Joe. The two tyrants wage war for dominance, and Furiosa must survive many trials as she puts together the means to find her way home.",786892
Flow,Animation,81,/zME0Ul0w48MKkYBnFRn40M5qgLh.jpg,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",823219
Predator: Killer of Killers,Animation,78,/2XDQa6EmFHSA37j1t0w88vpWqj9.jpg,"While three of the fiercest warriors in human history—a Viking raider, a ninja in feudal Japan, and a WWII pilot—are killers in their own right, they are merely prey for their new opponent: the ultimate killer of killers.",1376434
Final Destination Bloodlines,Horror,71,/6WxhEvFsauuACfv8HyoVX6mZKFj.jpg,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",574475
ClearMind,Sci-Fi,51,/7GqEmx1pUQE8pLJR7OR0urXfBuu.jpg,A grieving woman uses her virtual reality therapy to exact revenge on her former friends.,1142101
Inside Furioza,Action,65,/dbe1zKVKNBIczdmRcm7jxEphYLz.jpg,"In the wake of murder, new Furioza leader Golden claims the reins of his violent and formidable hooligan gang and takes on a new focus across borders.",1072699
The Grinch,Family,68,/smxA8yvZ0LzDPer9BIRd4pyOpx1.jpg,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,360920
Kryptic,Horror,50,/tO4PLOx2Ey9PZunmwEAsGhc4Ah0.jpg,A woman’s search for a missing cryptzoologist leads to her own riveting cosmic quest for identity.,1229910
Companion,Horror,70,/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",1084199
Kraven the Hunter,Action,64,/i47IUSsN126K11JUzqQIOi1Mg1M.jpg,"Kraven Kravinoff's complex relationship with his ruthless gangster father, Nikolai, starts him down a path of vengeance with brutal consequences, motivating him to become not only the greatest hunter in the world, but also one of its most feared.",539972
E.T. the Extra-Terrestrial,Sci-Fi,75,/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,"An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",601
M3GAN 2.0,Action,74,/4a63rQqIDTrYNdcnTXdPsQyxVLo.jpg,"After the underlying tech for M3GAN is stolen and misused by a powerful defense contractor to create a military-grade weapon known as Amelia, M3GAN's creator Gemma realizes that the only option is to resurrect M3GAN and give her a few upgrades, making her faster, stronger, and more lethal.",1071585
Lucy,Drama,52,/xS72Oi6OTeYKHsRJKMgASWdzMaq.jpg,"A solitary Foley Artist secretly films his neighbor and reconstructs the sounds of her life, while creating an imaginary relationship that leads him to discover closely the true sound of his obsession: Lucy.",642814
End of Loyalty,Crime,54,/c4QA1rFQcyBZKaOOdUrDeL1G9Er.jpg,"When the head of a notorious crime family is murdered, his son Grant is hell bent on payback and the only person that can stop him from tearing the city apart and destroying himself in the process is his best friend and federal agent, Ray Rose.",1096563
Wild Souls,Drama,60,/A0eKqW6OZjuyuvjn9yyGGdYBoeO.jpg,"We follow Eva through her troubled childhood, all the while exposing issues within the foster care system.",1553730
Avengers: Infinity War,Adventure,82,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",299536
Sinners,Horror,75,/qTvFWCGeGXgBRaINLY1zqgTPSpn.jpg,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",1233413
Saiyaara,Romance,64,/hQBIsi3ZfBYEayMc3GhcEmJVkss.jpg,"Two artistic souls find harmony through music despite their contrasting worlds. As feelings deepen, age and circumstances challenge their undeniable bond.",1241634
The Lord of the Rings: The Return of the King,Adventure,84,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",122
Harry Potter and the Goblet of Fire,Adventure,78,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",674
Cloud 9,Comedy,50,/wAOpdKNVnCtO0rtHEI8HvEYX8rI.jpg,"Has-been sports promoter Billy Cole gets a second shot at fame and fortune when he puts together a women's volleyball team, comprised of exotic dancers...",18424
Gabby's Dollhouse: The Movie,Family,67,/t6LLguAmu6iZUN8pWhT7Q0IcaQ5.jpg,"Gabby heads out on a road trip with her Grandma Gigi to the urban wonderland of Cat Francisco. But when Gabby's dollhouse, her most prized possession, ends up in the hands of an eccentric cat lady named Vera, Gabby sets off on an adventure through the real world to get the Gabby Cats back together and save the dollhouse before it's too late.",1280282
Colonel Kwiatkowski,Comedy,67,/q6Jb1IdOJ8k7QO9vk3tJkaMGyIF.jpg,"Military doctor Kwiatkowski, serving in a barracks hospital on the Western Territories, is rewarded with a week’s leave after successfully operating on Colonel Kiziora of the UB. He and his friend steal a truck bound for Warsaw, where among the ruins of his former home he meets his prewar neighbor Krysia, instantly falls in love, and, after a brawl with a Russian officer at a dance in the surviving “Polonia” hotel, pretends to be a high-ranking UB colonel to save face.",145341
The Godfather Part II,Drama,85,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",240
Coco,Family,82,/6Ryitt95xrO8KXuqRGm1fUuNwqF.jpg,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",354912
Up,Animation,80,/mFvoEwSfLqbcWwFsDjQebn9bzFe.jpg,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",14160
The Dogs,Horror,67,/kz6oqKyKCjmR8V1JdnF9brp9DSn.jpg,"After fleeing his psychotic father, a young teen and his mom seek refuge in a remote farmhouse, only to face a pack of ferocious dogs and the sinister spirits that haunt the property.",1081208
Dream Lover,Drama,61,/epl5pprGt04gAJI8lzbKy83XkbE.jpg,"Not long after they cross paths at an art gallery, architect Ray Reardon and hypnotically sensual Lena are married with children. But as strange incidents occur, Ray begins to realize he may not really know the woman he married.",18190
The Wolf of Wall Street,Crime,80,/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",106646
A Very Jonas Christmas Movie,Comedy,64,/kGLgaDrYWmTAdRFzGP5pBquRnhO.jpg,"Kevin, Nick, and Joe Jonas face a series of escalating obstacles as they struggle to make it from London to New York in time to spend Christmas with their families.",1425122
Good Boy,Horror,68,/pvMHRi09ur2L1drXh2dXFtuMFgl.jpg,"A loyal dog moves to a rural family home with his owner Todd, only to discover supernatural forces lurking in the shadows. As dark entities threaten his human companion, the brave pup must fight to protect the one he loves most.",1422096
Harry Potter and the Order of the Phoenix,Adventure,76,/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,"Returning for his fifth year at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of motivated students to defend themselves against the Dark Arts.",675
Thunderbolts*,Action,73,/hqcexYHbiTBfDIdDWxrxPtVndBX.jpg,"After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts.",986056
Harry Potter and the Chamber of Secrets,Adventure,77,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",672
Twinless,Comedy,72,/9vaw9Az5tPLMjNLj426KgKsp0k8.jpg,Two young men meet in a twin bereavement support group and form an unlikely bromance.,1245347
Freakier Friday,Comedy,68,/9wV65OmsjLAqBfDnYTkMPutXH8j.jpg,"Years after Tess and Anna endured an identity crisis, Anna now has a daughter of her own and a soon-to-be stepdaughter. As they navigate the myriad challenges that come when two families merge, Tess and Anna discover lightning might indeed strike twice.",1125257
Spider-Man: No Way Home,Action,79,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",634649
Bring Her Back,Horror,74,/1Q3GlCXGYWELifxANYZ5OVMRVZl.jpg,"Following the death of their father, a brother and sister are sent to live with a foster mother, only to learn that she is hiding a terrifying secret.",1151031
The Matrix,Action,82,/qK76PKQLd6zlMn0u83Ej9YQOqPL.jpg,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",603
Mantis,Action,62,/pzsXKLJsZ26HUV1oCMa7WiFFQbW.jpg,"Mantis, an ace assassin, returns to the contract killer industry after a hiatus, encountering his trainee friend Jae-yi and a retired legendary killer Dok-go, who now runs the organization.",1267319
Despicable Me 4,Family,70,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",519182
Beach House,Comedy,63,/APAMSZ2QnChI7PlC1TAEKcvrR9.jpg,"Summer Sunday at a small beach house at the coast of Rome. Many people and stories: women's basketball team, two sports-obsessed soldiers, two men with their girlfriends and the priest with a big secret, an elderly couple with their pregnant granddaughter, and engagemented couple wanting to have sex for the first time.",56379
Akin Ang Gabi,Drama,0,/oFqXF5GwmdFfLlv6bU98kT5hEes.jpg,"A steamy tale of a young woman’s awakening. After her first encounter with her crush, Alexa learns to use her body to take control in a world that ignores her—until her secret life spirals into scandal and betrayal.",1580234
The Roses,Comedy,67,/98n5HnCJ5LnXKIMNP9SBfVNyxCE.jpg,"Life seems easy for picture-perfect couple Ivy and Theo: successful careers, a loving marriage, great kids. But beneath the façade of their supposed ideal life, a storm is brewing – as Theo's career nosedives while Ivy's own ambitions take off, a tinderbox of fierce competition and hidden resentment ignites.",1267905
Karate Kid: Legends,Action,70,/AEgggzRr1vZCLY86MAp93li43z.jpg,"After a family tragedy, kung fu prodigy Li Fong is uprooted from his home in Beijing and forced to move to New York City with his mother. When a new friend needs his help, Li enters a karate competition – but his skills alone aren't enough. Li's kung fu teacher Mr. Han enlists original Karate Kid Daniel LaRusso for help, and Li learns a new way to fight, merging their two styles into one for the ultimate martial arts showdown.",1011477
Now You See Me,Thriller,73,/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,75656
Harry Potter and the Prisoner of Azkaban,Adventure,80,/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",673
Shrek,Animation,77,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",808
Bone Lake,Horror,60,/sGo5ti82LlydAZrvcsaj31iPuEI.jpg,"A couple’s romantic vacation at a secluded lakeside estate is upended when they are forced to share the mansion with a mysterious and attractive couple. In this darkly hilarious and seductive horror story, a dream getaway spirals into a nightmarish maze of sex, lies, and manipulation, bringing terrifying secrets to light and triggering a bloody battle for survival.",1330421
Champagne Problems,Romance,62,/A2TCPPkzmWd5SwjBlxMlB6yQ4yK.jpg,A driven American exec heads to Paris determined to acquire a champagne brand by Christmas — and accidentally falls for the heir to the bubbly empire.,1323475
Smurfs,Animation,59,/8o6lkhL32xQJeB52IIG1us5BVey.jpg,"When Papa Smurf is mysteriously taken by evil wizards, Razamel and Gargamel, Smurfette leads the Smurfs on a mission into the real world to save him. With the help of new friends, the Smurfs must discover what defines their destiny to save the universe.",936108
Max,Adventure,71,/d3ACos3t4YwXML8keTA0wKN8e36.jpg,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,272878
Dune,Sci-Fi,77,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",438631
Top Gun: Maverick,Action,81,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",361743
The Super Mario Bros. Movie,Family,76,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",502356
Icefall,Action,70,/5Byv6nznAb2Izd0gHpODOXnuSbo.jpg,"A young Indigenous game warden arrests an infamous poacher only to discover that the poacher knows the location of a plane carrying millions of dollars that has crashed in a frozen lake. When a group of criminals and dirty cops are alerted to the poacher’s whereabouts, the warden and the poacher team up to fight back and escape across the treacherous lake before the ice melts.",1242501
The Gorge,Romance,76,/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",950396
The Rats: A Witcher Tale,Fantasy,52,/1T0kO1cgR430AC9I6jurMOezKwg.jpg,"To pull off a daring heist, a gang of six misfit outlaws will have to do something they've never done before: trust each other — and a washed-up Witcher.",1571470
Heads of State,Action,68,/lVgE5oLzf7ABmzyASEVcjYyHI41.jpg,"The UK Prime Minister and US President have a public rivalry that risks their countries' alliance. But when they become targets of a powerful enemy, they're forced to rely on each other as they go on a wild, multinational run. Allied with Noel, a brilliant MI6 agent, they must find a way to thwart a conspiracy that threatens the free world.",749170
Parasite,Comedy,84,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",496243
Captain America: Brave New World,Action,60,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",822119
The Jester 2,Horror,63,/47dsw1jSOV0Be5zmy7CtLhYpqU.jpg,"When teen magician Max crosses paths with the sinister Jester on Halloween night, she must outsmart a supernatural killer whose magic is all too real and whose tricks always end up in blood.",1519168
Frozen,Animation,72,/itAKcobTYGpYT8Phwjd8c9hleTo.jpg,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",109445
Harry Potter and the Deathly Hallows: Part 1,Adventure,77,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",12444
Venom: The Last Dance,Action,66,/1RaSkWakWBxxYOWRrqmwo2my5zg.jpg,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.",912649
A Merry Little Ex-Mas,Romance,63,/w4ytu75uJ1b0AgPd0wLm7iZMsWJ.jpg,"All Kate and Everett want for Christmas is an amicable divorce and one last holiday as a family, but new flames and old feelings complicate their plans.",1401318
Knives Out,Comedy,78,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",546554
Free Guy,Comedy,74,/6PFJrMvoQwBxQITLYHj09VeJ37q.jpg,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",550988
Kantara,Action,71,/jIsKmkxMzdCZ0Ux1GVSnu8m6Na6.jpg,"Shiva, a tribal vagabond lives with his mother in hamlet, stays away from the traditional Daivaradhane and Bhoota Kola legacy due to an unforgettable childhood incident. He is happy loafing around with his friends and doing petty jobs for his landlord. When Forest officer Murali enters the scene, it gives a fresh dimension to the man-vs-nature fight. Can Shiva save the forest from Murali? Or is Murali just a dummy bait cast by bigger fish?",858485
Pulp Fiction,Thriller,84,/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",680
Now You See Me 2,Thriller,68,/A81kDB6a1K86YLlcOtZB27jriJh.jpg,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",291805
Django Undisputed,Western,60,/porcUhC4jqFt72TaxbjOQo2lTzL.jpg,"Determined to exact his justice, Django faces dangerous challenges and bloody clashes to restore order in a territory dominated by lawlessness and injustice.",1357886
The Substance,Drama,71,/lqoMzCcZYEFK729d6qzt349fB4o.jpg,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",933260
Your Fault,Drama,71,/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,1156593
The Smashing Machine,History,65,/mPuBDGrVIBGOymBxR6rO3iIvBSe.jpg,"In the late 1990s, up-and-coming mixed martial artist Mark Kerr aspires to become the greatest fighter in the world. However, he must also battle his opioid dependence and a volatile relationship with his girlfriend Dawn.",760329
Godzilla x Kong: The New Empire,Action,70,/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",823464
Detective Conan: One-Eyed Flashback,Animation,75,/1wl6eAHbIDSz61tGwYTOKlSRvZb.jpg,"As police inspector Yamato Kansuke pursues a certain man in the snowy mountains of Nagano, a shadow suddenly appears in his field of vision. While he's distracted, a rifle bullet fired by someone grazes his left eye and causes an avalanche accompanied by a roar. Ten months later, Kansuke, having miraculously survived the avalanche, receives a report that a researcher at the Nobeyama National Astronomical Observatory has been attacked.",1396965
Spirited Away,Animation,85,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",129
Sree Hari Hara Sudhan Swami Ayyappan,Animation,90,/fwSLPwvhd5Gdal6bH7a8LHH8NXW.jpg,Sree Hari Hara Sudhan Swami Ayyappan Movie is Fully 3D Animated Devotional Story of Lord Ayyappan.,488968
Harry Potter and the Deathly Hallows: Part 2,Adventure,80,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",12445
X,Horror,67,/lopZSVtXzhFY603E9OqF7O1YKsh.jpg,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",760104
The Wild Robot,Animation,83,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",1184918
Fast X,Action,70,/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",385687
Ratatouille,Animation,78,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",2062
Flight Risk,Action,59,/q0bCG4NX32iIEsRFZqRtuvzNCyZ.jpg,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",1126166
